,Date,Open,High,Low,Close,Tick_Volume,Spread,Volume,news_count,news_titles,news_links,returns,log_returns,volume_change,daily_range,daily_range_pct
0,2024-01-02 16:35:00,187.728,188.034,187.66,188.018,96,23,0,0,,,,,,0.3739999999999952,0.1992244097843663
1,2024-01-02 16:36:00,188.004,188.004,187.64,187.64,90,23,0,0,,,-0.002010445808380168,-0.002012469467313698,,0.3640000000000043,0.19361290185315436
2,2024-01-02 16:37:00,187.658,187.778,187.54,187.567,91,13,0,0,,,-0.000389042848006671,-0.0003891185448089666,,0.23799999999999955,0.12682646090227945
3,2024-01-02 16:38:00,187.564,187.609,187.124,187.363,102,13,0,0,,,-0.0010876113602072968,-0.0010882032386374445,,0.48500000000001364,0.25857840523768616
4,2024-01-02 16:39:00,187.368,187.564,187.344,187.523,103,13,0,0,,,0.0008539572914609828,0.0008535928773811132,,0.21999999999999886,0.11741599419324478
5,2024-01-02 16:40:00,187.504,187.504,187.03,187.093,100,13,0,0,,,-0.0022930520522815856,-0.002295685122086339,,0.47399999999998954,0.25279460704837736
6,2024-01-02 16:41:00,187.122,187.158,186.634,186.658,102,13,0,0,,,-0.0023250469018082365,-0.0023277540202883544,,0.5240000000000009,0.28003120958519084
7,2024-01-02 16:42:00,186.634,186.918,186.508,186.514,98,13,0,0,,,-0.0007714643894179973,-0.0007717621212062305,,0.4099999999999966,0.2196813013705952
8,2024-01-02 16:43:00,186.512,186.544,186.19,186.214,100,13,0,0,,,-0.00160845834629042,-0.0016097533041931442,,0.3540000000000134,0.18980012009951822
9,2024-01-02 16:44:00,186.213,186.388,186.044,186.203,97,13,0,0,,,-5.907182059350369e-05,-5.9073565402210824e-05,,0.3439999999999941,0.1847346855482668
10,2024-01-02 16:45:00,186.248,186.248,185.994,185.994,91,23,0,0,,,-0.0011224308953131645,-0.0011230612926329756,,0.2539999999999907,0.136377303380434
11,2024-01-02 16:46:00,186.008,186.718,185.994,186.642,103,19,0,0,,,0.0034839833543016674,0.0034779283439231486,,0.7239999999999895,0.38923057072813505
12,2024-01-02 16:47:00,186.684,186.884,186.58,186.694,90,13,0,0,,,0.00027860824466086065,0.00027856944059111936,,0.3039999999999736,0.16284202181224616
13,2024-01-02 16:48:00,186.734,186.744,186.334,186.338,84,23,0,0,,,-0.0019068636378244408,-0.0019086840168021598,,0.4099999999999966,0.21956365739500927
14,2024-01-02 16:49:00,186.314,186.358,186.074,186.108,84,23,0,0,,,-0.0012343161351950904,-0.0012350785307785777,,0.2839999999999918,0.15243084255611056
15,2024-01-02 16:50:00,186.088,186.418,186.074,186.204,94,28,0,0,,,0.0005158295183442796,0.0005156965240312448,,0.3439999999999941,0.18485877649283894
16,2024-01-02 16:51:00,186.203,186.648,186.114,186.444,89,18,0,0,,,0.0012889089385834662,0.0012880790085171285,,0.5339999999999918,0.28678377899388935
17,2024-01-02 16:52:00,186.424,186.498,186.202,186.213,83,18,0,0,,,-0.001238977923666007,-0.0012397460913744483,,0.29599999999999227,0.15877783976311646
18,2024-01-02 16:53:00,186.258,186.368,186.174,186.218,77,13,0,0,,,2.6850971736713802e-05,2.6850611255825028e-05,,0.1939999999999884,0.10415659998496087
19,2024-01-02 16:54:00,186.238,186.363,186.184,186.254,76,23,0,0,,,0.00019332180562559032,0.00019330312137333527,,0.17900000000000205,0.09611357510282652
20,2024-01-02 16:55:00,186.254,186.334,186.194,186.234,84,12,0,0,,,-0.00010738024418255332,-0.00010738600985372349,,0.14000000000001478,0.07516617092788062
21,2024-01-02 16:56:00,186.224,186.248,186.044,186.048,76,13,0,0,,,-0.0009987435162215341,-0.0009992425928545038,,0.2039999999999793,0.10954549359909534
22,2024-01-02 16:57:00,186.048,186.248,186.013,186.218,73,13,0,0,,,0.0009137426900585055,0.0009133254813349594,,0.23499999999998522,0.12631148950807597
23,2024-01-02 16:58:00,186.234,186.374,186.184,186.328,88,23,0,0,,,0.0005907055171896491,0.0005905311193607568,,0.18999999999999773,0.10202218714090754
24,2024-01-02 16:59:00,186.31,186.568,186.31,186.494,81,18,0,0,,,0.0008909020651752808,0.0008905054474779506,,0.2580000000000098,0.13847887928721472
25,2024-01-02 17:00:00,186.464,186.844,186.464,186.768,87,23,0,0,,,0.0014692161678124815,0.001468137925723204,,0.37999999999999545,0.2037926892054206
26,2024-01-02 17:01:00,186.764,186.848,186.734,186.828,78,13,0,0,,,0.000321254176304242,0.0003212025852302818,,0.11400000000000432,0.061039600779595804
27,2024-01-02 17:02:00,186.818,186.838,186.554,186.634,84,13,0,0,,,-0.001038388250155342,-0.0010389277487393683,,0.2839999999999918,0.1520196126711515
28,2024-01-02 17:03:00,186.634,186.911,186.634,186.804,83,20,0,0,,,0.0009108736886098701,0.0009104590949141275,,0.27700000000001523,0.148418830438192
29,2024-01-02 17:04:00,186.784,186.908,186.774,186.802,72,13,0,0,,,-1.0706408856364646e-05,-1.0706466170369031e-05,,0.13399999999998613,0.07174062018159272
30,2024-01-02 17:05:00,186.804,186.824,186.514,186.514,84,23,0,0,,,-0.0015417393818052405,-0.0015429290849312868,,0.3100000000000023,0.165949337273293
31,2024-01-02 17:06:00,186.514,186.838,186.474,186.814,77,18,0,0,,,0.001608458346290309,0.001607166162594634,,0.3640000000000043,0.1951596126832325
32,2024-01-02 17:07:00,186.848,186.938,186.742,186.918,84,23,0,0,,,0.0005567034590556741,0.0005565485571719552,,0.19599999999999795,0.1048980989895519
33,2024-01-02 17:08:00,186.898,186.944,186.704,186.813,81,13,0,0,,,-0.0005617436522967756,-0.0005619014893743089,,0.23999999999998067,0.12841228905605234
34,2024-01-02 17:09:00,186.818,186.864,186.62,186.634,91,13,0,0,,,-0.0009581774287656941,-0.0009586367742045877,,0.24399999999999977,0.1306083996188803
35,2024-01-02 17:10:00,186.604,186.768,186.574,186.624,85,18,0,0,,,-5.358080521233877e-05,-5.3582240714959524e-05,,0.1939999999999884,0.10396347345179545
36,2024-01-02 17:11:00,186.658,186.804,186.574,186.664,84,23,0,0,,,0.00021433470507536967,0.00021431173867407575,,0.22999999999998977,0.1232200066431601
37,2024-01-02 17:12:00,186.654,186.678,186.514,186.514,70,13,0,0,,,-0.0008035829083271606,-0.0008039059541467653,,0.16399999999998727,0.08786310499640365
38,2024-01-02 17:13:00,186.502,186.803,186.502,186.734,87,13,0,0,,,0.001179536120612834,0.001178841014431124,,0.3009999999999877,0.16139237112738078
39,2024-01-02 17:14:00,186.734,186.744,186.482,186.518,98,22,0,0,,,-0.001156725609690823,-0.0011573951331119378,,0.26200000000000045,0.1403065322865683
40,2024-01-02 17:15:00,186.508,186.508,186.3,186.343,92,13,0,0,,,-0.000938247246914603,-0.0009386876763721422,,0.2079999999999984,0.111523366289917
41,2024-01-02 17:16:00,186.304,186.428,186.299,186.334,74,13,0,0,,,-4.8298031050220125e-05,-4.8299197437678084e-05,,0.12899999999999068,0.06924166952936635
42,2024-01-02 17:17:00,186.338,186.458,186.283,186.433,82,13,0,0,,,0.0005313040024901294,0.0005311629104915488,,0.17500000000001137,0.09391535811268306
43,2024-01-02 17:18:00,186.448,186.478,186.352,186.383,86,23,0,0,,,-0.00026819286285140187,-0.00026822883298867724,,0.12600000000000477,0.06757916416373722
44,2024-01-02 17:19:00,186.383,186.558,186.372,186.478,84,13,0,0,,,0.0005097031381617878,0.0005095732836402263,,0.18599999999997863,0.09979450915586648
45,2024-01-02 17:20:00,186.458,186.478,186.363,186.448,93,13,0,0,,,-0.00016087688628152463,-0.0001608898283558668,,0.1150000000000091,0.06167608791256428
46,2024-01-02 17:21:00,186.402,186.528,186.344,186.374,87,16,0,0,,,-0.00039689350381877375,-0.00039697228689181005,,0.1839999999999975,0.09871138721687402
47,2024-01-02 17:22:00,186.363,186.418,186.32,186.33,85,13,0,0,,,-0.00023608443237777,-0.00023611230469427523,,0.09800000000001319,0.052585545414064586
48,2024-01-02 17:23:00,186.304,186.518,186.254,186.458,78,13,0,0,,,0.0006869532549775847,0.0006867174105935199,,0.26400000000001,0.14170388182755603
49,2024-01-02 17:24:00,186.434,186.513,186.404,186.453,85,18,0,0,,,-2.6815690396753133e-05,-2.6816049943806542e-05,,0.10900000000000887,0.0584657304998063
50,2024-01-02 17:25:00,186.441,186.554,186.353,186.364,83,13,0,0,,,-0.00047733208905187396,-0.00047744604827920016,,0.2009999999999934,0.10780890469370653
51,2024-01-02 17:26:00,186.378,186.388,186.2,186.203,86,13,0,0,,,-0.0008639007533643994,-0.0008642741306763469,,0.1880000000000166,0.10087027438861701
52,2024-01-02 17:27:00,186.199,186.328,186.15,186.184,89,13,0,0,,,-0.00010203917230122705,-0.00010204437865173982,,0.17799999999999727,0.0955966465985302
53,2024-01-02 17:28:00,186.184,186.234,186.073,186.082,84,23,0,0,,,-0.0005478451424397734,-0.0005479952644213904,,0.16100000000000136,0.08647359601254746
54,2024-01-02 17:29:00,186.094,186.208,186.052,186.164,76,18,0,0,,,0.0004406659429714299,0.00044056887824914714,,0.1560000000000059,0.08382860274915147
55,2024-01-02 17:30:00,186.154,186.154,185.812,185.818,91,18,0,0,,,-0.0018585763090607221,-0.0018603056050268906,,0.34199999999998454,0.18371885643068886
56,2024-01-02 17:31:00,185.764,185.948,185.664,185.793,95,13,0,0,,,-0.00013454024906089934,-0.00013454930041206448,,0.28400000000002024,0.1528821515471352
57,2024-01-02 17:32:00,185.793,185.918,185.696,185.696,67,13,0,0,,,-0.0005220864079917842,-0.0005222227425548357,,0.2220000000000084,0.11948781708676237
58,2024-01-02 17:33:00,185.708,185.798,185.654,185.654,79,13,0,0,,,-0.00022617611580222352,-0.0002262016974772852,,0.14400000000000546,0.07754108600599083
59,2024-01-02 17:34:00,185.624,185.698,185.563,185.564,81,13,0,0,,,-0.0004847727493079157,-0.0004848902896055753,,0.13500000000001933,0.07272766452614927
60,2024-01-02 17:35:00,185.554,185.558,185.35,185.514,84,13,0,0,,,-0.0002694488155029484,-0.0002694851233572551,,0.2079999999999984,0.11209674811645041
61,2024-01-02 17:36:00,185.522,185.658,185.522,185.624,73,13,0,0,,,0.0005929471630172767,0.0005927714393080302,,0.13599999999999568,0.07330666982891285
62,2024-01-02 17:37:00,185.628,185.658,185.448,185.448,78,13,0,0,,,-0.0009481532560443595,-0.0009486030376732525,,0.20999999999997954,0.11312948477599259
63,2024-01-02 17:38:00,185.452,185.508,185.294,185.348,84,23,0,0,,,-0.000539234718088033,-0.0005393801574149351,,0.21399999999999864,0.11539374069840101
64,2024-01-02 17:39:00,185.333,185.618,185.333,185.608,85,13,0,0,,,0.0014027666875282563,0.0014017837294716053,,0.2849999999999966,0.15377725499506112
65,2024-01-02 17:40:00,185.584,185.658,185.542,185.598,76,23,0,0,,,-5.3876988060808095e-05,-5.387843947786157e-05,,0.11599999999998545,0.0625053883955435
66,2024-01-02 17:41:00,185.584,185.608,185.402,185.454,76,18,0,0,,,-0.0007758704296382257,-0.0007761715728755164,,0.20600000000001728,0.11100094835762633
67,2024-01-02 17:42:00,185.454,185.454,185.282,185.314,75,13,0,0,,,-0.0007549041810908097,-0.0007551892647350433,,0.17199999999999704,0.09274537081971651
68,2024-01-02 17:43:00,185.304,185.428,185.242,185.374,80,13,0,0,,,0.0003237747822615322,0.0003237223785177533,,0.18600000000000705,0.10037559901567535
69,2024-01-02 17:44:00,185.374,185.518,185.374,185.518,83,13,0,0,,,0.0007768079665972927,0.0007765064074477361,,0.14400000000000546,0.0776807966597287
70,2024-01-02 17:45:00,185.518,185.668,185.454,185.594,76,13,0,0,,,0.0004096637523043345,0.0004095798630195093,,0.21399999999999864,0.11535268814885813
71,2024-01-02 17:46:00,185.594,185.624,185.394,185.404,82,13,0,0,,,-0.0010237399915945522,-0.0010242643712959432,,0.22999999999998977,0.12392642003512494
72,2024-01-02 17:47:00,185.404,185.488,185.37,185.428,82,13,0,0,,,0.00012944704537121154,0.00012943866782539178,,0.117999999999995,0.06364479730749877
73,2024-01-02 17:48:00,185.424,185.558,185.404,185.542,68,13,0,0,,,0.0006147938822615995,0.0006146049739252605,,0.15399999999999636,0.08305289498662329
74,2024-01-02 17:49:00,185.54,185.598,185.389,185.418,78,13,0,0,,,-0.0006683122958682786,-0.0006685357160792115,,0.20900000000000318,0.11264417376307169
75,2024-01-02 17:50:00,185.414,185.434,185.26,185.293,89,18,0,0,,,-0.0006741524555329281,-0.0006743797984811921,,0.1740000000000066,0.09384404629639974
76,2024-01-02 17:51:00,185.298,185.418,185.162,185.418,81,18,0,0,,,0.0006746072436627504,0.0006743797984811789,,0.2560000000000002,0.13815583546503482
77,2024-01-02 17:52:00,185.394,185.418,185.234,185.373,73,13,0,0,,,-0.00024269488399197847,-0.00024272433916117873,,0.1839999999999975,0.09924808785613207
78,2024-01-02 17:53:00,185.378,185.528,185.344,185.494,75,13,0,0,,,0.0006527379931273725,0.0006525250523415254,,0.1839999999999975,0.09925665397188313
79,2024-01-02 17:54:00,185.494,185.538,185.464,185.538,57,13,0,0,,,0.0002372044378795568,0.0002371763093549346,,0.07400000000001228,0.03989347364335897
80,2024-01-02 17:55:00,185.524,185.538,185.452,185.484,71,18,0,0,,,-0.0002910455001131629,-0.0002910878620744358,,0.08600000000001273,0.04635518854704121
81,2024-01-02 17:56:00,185.494,185.828,185.494,185.818,68,13,0,0,,,0.0018006943995170221,0.0017990750929828474,,0.3340000000000032,0.1800597323902677
82,2024-01-02 17:57:00,185.794,185.828,185.698,185.723,77,13,0,0,,,-0.0005112529464313953,-0.0005113836807797922,,0.12999999999999545,0.06996996673735183
83,2024-01-02 17:58:00,185.728,185.758,185.583,185.614,75,13,0,0,,,-0.0005868955379786378,-0.0005870678285792419,,0.17500000000001137,0.09422381116472012
84,2024-01-02 17:59:00,185.592,185.878,185.592,185.878,78,13,0,0,,,0.0014223065070522178,0.001421295987218024,,0.28599999999997294,0.154101469890929
85,2024-01-02 18:00:00,185.863,186.068,185.854,186.064,84,13,0,0,,,0.0010006563444839855,0.0010001560216637596,,0.21399999999999864,0.11513856980679245
86,2024-01-02 18:01:00,186.078,186.198,186.044,186.173,85,13,0,0,,,0.0005858199329262792,0.0005856484074148122,,0.15399999999999636,0.08276099270198323
87,2024-01-02 18:02:00,186.159,186.358,186.134,186.298,82,13,0,0,,,0.000671418519334166,0.0006711932187617907,,0.22400000000001796,0.12032724713820872
88,2024-01-02 18:03:00,186.298,186.313,186.066,186.148,77,13,0,0,,,-0.0008051616227764402,-0.0008054859394924373,,0.24699999999998568,0.13258328055050816
89,2024-01-02 18:04:00,186.134,186.348,186.134,186.313,75,13,0,0,,,0.0008863914734511535,0.0008859988605177585,,0.21400000000002706,0.11497093491786943
90,2024-01-02 18:05:00,186.314,186.357,186.254,186.29,81,13,0,0,,,-0.00012344817591902757,-0.0001234557962722487,,0.10300000000000864,0.05528301684253928
91,2024-01-02 18:06:00,186.294,186.438,186.267,186.427,83,13,0,0,,,0.0007354125288527857,0.0007351422455640157,,0.17099999999999227,0.09179039582594836
92,2024-01-02 18:07:00,186.428,186.494,186.4,186.408,72,23,0,0,,,-0.00010191656787916781,-0.0001019217617254676,,0.09399999999999409,0.05042161048769181
93,2024-01-02 18:08:00,186.407,186.438,186.293,186.324,71,18,0,0,,,-0.00045062443671928243,-0.000450725998422703,,0.1449999999999818,0.0777867783935055
94,2024-01-02 18:09:00,186.318,186.408,186.28,186.342,69,23,0,0,,,9.66059122817775e-05,9.660124623114324e-05,,0.1279999999999859,0.06869974988996548
95,2024-01-02 18:10:00,186.354,186.523,186.354,186.51,88,13,0,0,,,0.0009015680844897123,0.0009011619160915376,,0.16899999999998272,0.09068761604257634
96,2024-01-02 18:11:00,186.534,186.758,186.524,186.673,83,13,0,0,,,0.0008739477775991933,0.0008735661075971204,,0.23400000000000887,0.1254462993341744
97,2024-01-02 18:12:00,186.678,186.828,186.678,186.748,93,13,0,0,,,0.00040177208273295406,0.0004016913939413347,,0.15000000000000568,0.08035226432681178
98,2024-01-02 18:13:00,186.724,186.738,186.5,186.538,78,13,0,0,,,-0.0011245100349132064,-0.0011251427707121642,,0.23799999999999955,0.12746085130995458
99,2024-01-02 18:14:00,186.558,186.618,186.487,186.598,74,13,0,0,,,0.000321650280371788,0.0003215985620102095,,0.13100000000000023,0.07021944917934382
